제품명,제품소개,알콜도수,용량,성분,특이사항,특징,판매여부,양조장,양조장주소,홈페이지주소,수상경력
동짓달 기나긴 밤,쌀과 복분자를 원료로 하여 빚은 전통방식의 약주이다. 복분자 고유의 풍미를 그대로 느낄 수 있으며 레드와인을 연상시키는 고운 색이 특징이다. ,16,500ml,"찹쌀, 맵쌀, 복분자, 전통누룩, 정제수",2015 찾아가는 양조장,"삼계탕, 장어, 고등어구이 등",Y,예술주조,강원도 홍천군 내촌면 물걸리 508-2,http://www.ye-sul.co.kr,
오메기술,"오메기떡을 사용하여 누룩과 함께 발효시킨 오메기술은 제주 선인들이 장구한 세월 동안 발전 시켜온 독특한 제주 전통 약주로써, 다양한 연령층이 ","13, 15",375ml,"쌀, 차조, 입국, 누룩, 효모, 효소, 청호, 조릿대, 감초, 정제수",2014 찾아가는 양조장,"방어 등 붉은 생선 회, 해산물 등의 음식과 함께하면 좋다.",Y,제주샘주,제주 제주시 애월읍 애원로 283,http://www.jejusaemju.co.kr,
맑은바당,제주 쌀과 전통 누룩으로 손수 술을 빚어 5개월이 넘는 숙성 기간을 거쳐 만들어진 술도가의 대표 술이다. 단 맛이 강한 일반 약주와 달리 은은,15,375ml,"쌀(국내산), 국(밀누룩)",,"회, 전복 등 해산물 음식과 어울린다.",Y,술도가 제주바당,제주 제주시 구좌읍 종달로5길 27,https://jejudoga.modoo.at/?link=bhbi4q29,
풍정사계 춘(春),"‘춘’은 와인과 같은 과실향의 복합미가 일품입니다. 상큼한 사과향, 꽃향 등이 어우러져 봄의 향취를 자아냅니다. 특유의 산미가 인상적이며, 은",15,500ml,"찹쌀, 향온곡",,"봄동 무침, 냉이 튀김, 두릅 숙회 등",Y,풍정사계,충청북도 청주시 청원구 내수읍 풍정1길 8-2,https://www.hwayang.co/,"2019 대한민국 우리술품평회 약청주 우수상, 2019 한-벨기에 정상회담 청와대 만찬주, 2017 우리술품평회 약주·청주 부문 대상, 201"
삼양춘 청주,세번 빚어 장기간 저온 발효한 삼양주는 전통 누룩에서만 발현될 수 있는 풍부한 과실향을 지니고 있습니다. 첫 맛은 깔끔하며 기존 삼양춘 약주보,15,500ml,"정제수, 찹쌀, 맵쌀, 누룩",,상큼한 샐러드나 신선한 연어회,Y,삼양춘,"인천광역시 남동구 호구포로 50, 8층 819-1호 (엘아이지식산업센터)",http://samyangchoon.com/#06,
유기농이도 14,위생적이고 과학적인 제조 공법을 사용하여 우리술품질인증을 받은 술로 유기농 햅쌀의 원료에서 오는 건강하고 부드러우면서 풍부한 자연의 향이 담긴,14,750ml,"물, 유기농쌀(국내산),국[유기농쌀(국내산)], 우리밀누룩(국내산)",,,Y,조은술 세종,충북 청주시 청원구 사천로 18길 5-2,http://www.joeunsulsj.co.kr,2019 대한민국 우리술품평회 약청주 최우수상
원조소곡주,"우리나라에서 가장 오래된 술 중 하나인 한산 소곡주는 1500년 백제 황실의 전통을 간직한 술이며, 찹쌀과 누룩을 주원료로 100일간 발효하여",16,720ml,"찹쌀(36%), 누룩(3%)",,,Y,원조소곡주,충남 서천군 한산면 한마로 34,http://xn--399aq98a4sa14uq6p.com/,2018 대한민국 우리술품평회 약청주 우수상
세종대왕어주 약주,"세종대왕어주 약주는 산미가 있지만 부드러운 과실의 풍미가 밸런스를 잡아주며, 마지막 한 모금의 감칠맛이 뛰어납니다. 약주는 3번의 여과, 2번",15,500ml,"쌀, 누룩 정제수",,은은한 단맛은 한식과 궁합이 좋으며 두루 잘 어울립니다.,Y,장희도가,충북 청주 청원구 내수읍 미원초정로 1275,https://jhdg3491.modoo.at/,2019 대한민국우리술품평회 대상(약주 부문)
양촌 우렁이쌀 청주,양촌 우렁이쌀 청주는 우렁이 농법으로 무농약 재배한 논산 찹쌀로 빚는 아무런 감미료도 첨가하지 않고 60일간의 저온숙성방식을 거치는 프리미엄 ,14,500ml,"무농약우렁이찹쌀, 우렁이 쌀, 정제수, 종국, 효모(무감미료)",2017 찾아가는 양조장,멸치육수로 감칠맛을 살린 온면과 함께 하면 좋겠다.,Y,양촌양조,충남 논산시 양촌면 매죽헌로1665번길 14-9,http://www.yangchon.co.kr/,
모월 연,모월 연은 100일 이상의 발효와 숙성을 거친 이양주로 첨가물 없이 원주에서 직접 재배한 청정쌀과 강원도의 물로 빚었다. 달지 않고 상큼한 맛,13,500ml,"국내산 쌀, 밀누룩(국산)",,,Y,모월,강원 원주시 판부면 판부신촌길 84,http://www.mowall.co.kr/,
경성과하주,여주햅찹쌀(100%)과 국내산누룩 정제수로 술을 빚고 여기에 경기미(100%)로 술덧을 빚어 동증류기로 상압으로 내린 100% 쌀 증류원액을 ,20,375ml,"찹쌀(여주산),누룩(국내산),정제수,쌀증류원액(경기미)",2021 찾아가는 양조장,"달지 않은 다크 초콜릿, 약과, 떡류 등과 간이 세지 않은 해산물 요리, 취향에 따라 육전, 양념불고기 등과 곁들여도 좋다.",Y,술아원,경기 여주 점봉길 93-12,http://soolawon.co.kr/,
천비향 오양주 약주,천비향 오양주 약주는 시중에 출시되어 있는 전통주와는 원료와 제조방법에서 완전히 차별화를 기하고 국내산 누룩과 1등급 평택 슈퍼오닝쌀만을 이용,16,500ml,"국내산 쌀, 누룩",,,Y,좋은술,경기 평택시 오성면 숙성뜰길 108,https://jsul.modoo.at/,"2020 대한민국 우리술품평회 약청주 대상, 2018 대한민국 우리술품평회 약·청주 부문 대상 , 2016년 청와대 만찬주 선정"
사시통음주,사시통음주는 국순당이 열아홉 번째로 복원한 조선 시대 우리술이다. 사시사철 빚어 친구들과 통하며(通) 마셨던(飮) 술로 높은 알코올 도수에도 ,18,550ml,"쌀, 누룩, 밀가루",,"밀가루가 들어가 감칠맛을 더해주기 때문에, 고기, 치킨 등을 비롯해 두루두루 음식과 잘 어울린다.",Y,국순당,강원도 횡성군 둔내면 현천리 120,http://www.ksdb.co.kr,
술아 순곡주,&amp;quot;술아&amp;quot;는 두가지 술이 만나 새로운 술이 만들어지는 한국의 전통주인 과하주를 복원한 제품이다. 과하주는 167,20,375ml,"국내산 찹쌀, 누룩, 증류주, 정제수",,진한 쌀 맛과 묵직한 술 맛이 그대로 살아있는 약주. 달콤함과 진함의 극치를 이룬다. 알코올 도수가 20로도 높은 만큼 맑은 장국 등 하고도 ,Y,술아원,경기 여주 점봉길 93-12,https://soolawon.modoo.at/,
술아 국화주,술아는 두가지 술이 만나 새로운 술이 만들어지는 한국의 전통주인 과하주를 복원한 제품이다. 과하주는 1670년 음식디미방에 등장하며 발효주와 ,15,375ml,"국내산 찹쌀, 누룩, 건조국화꽃, 증류주, 정제수",,"국화 특유의 진한 향과 어우러진 약주. 단맛이 주를 이루지만, 거부감이 없는 자연스러움이 묻어난다. 진한 단맛과 긴 후미로 자극성 적고, 가벼",Y,술아원,경기 여주 점봉길 93-12,http://soolawon.co.kr/,
술아 연화주,&quot;술아&quot;는 두가지 술이 만나 새로운 술이 만들어지는 한국의 전통주인 과하주를 복원한 제품이다. 과하주는 1670년 &quot,15,375ml,"국내산 찹쌀, 누룩, 건조연화꽃, 증류주, 정제수",,&amp;quot;술아&amp;quot;는 두가지 술이 만나 새로운 술이 만들어지는 한국의 전통주인 과하주를 복원한 제품이다. 과하주는 167,Y,술아원,"경기도 여주시 대신면 대신1로 120, 나호",https://soolawon.modoo.at/,
술아 매화주,여주햅찹쌀(100%)과 국내산누룩 정제수로 술을빚고 주정으로 주정강화를 한다. 맑은 술만 걸러내어 술에 매화꽃을 띄어 저온에서 장기간 꽃향을 ,15,375ml,"찹쌀(여주산),누룩(국내산),정제수,주정,매화꽃",2021 찾아가는 양조장,"디저트와 함께 먹기를 추천한다. 저청의 단맛이 유과와도 잘 어울리고, 아이스크림에 굴을 뿌려먹듯이 바닐라 아이스크림과 즐겨봐도 좋겠다.",Y,술아원,경기 여주 점봉길 93-12,http://soolawon.co.kr/,
김포특주,"""김포특주""는 최상급 풀질로 인정 받고 있는 ""김포금쌀""을 원료로 만든 제품이다. 김포특주는 밑술을 만들고 1차, 2차 발효를 거치는 것은 막",15,375ml,"국내산 쌀, 효모, 정제효소,정제수, 프락토올리고당",,"첫인상은 진한 발효된 맛과 향, 뒷맛은 나풀거리는 가벼움. 결국 진함과 가벼움 모두가 공존하는 약주다. 향이 강한 편이라 진한 한국음식과 잘 ",Y,김포금쌀탁주영농조합법인,경기도 김포시 하성면 하성로 622,www.gimporicewine.com,
석로주,석로주(석이버섯 전통발효주)는 조선중기 서유규가 지은 임원십육지와 준팔생전에 나오는 무릉 도원주 라는 술을 모태로 하여 원재료는 대전지역에서 ,13,720ml,"국내산 쌀, 석이버섯, 누룩, 효모, 정제수",,"은은한 국화향과 곡물향이 잘 섞여 올라오는 것이 특징이며, 단맛과 신맛이 적어 술이 매우 담백해 어떤 음식과도 잘 어울릴 만한 맛을 가지고 있",Y,석이원주조,대전광역시 서구 둔산로 137번길 31,http://seokiwon.com/,
김포별주,"‘김포’란 금을 파는 가게이고 ""예주""란 맛있는 술을 뜻한다.* 즉 금처럼 값지고 맛있는 술을 담아 고객에게 전한다는 의미를 담고 있다. 김포",13,500ml,"쌀, 옥수수 전분, 국, 효모, 젖산, 효소제, 정제수",,"맑고 투명한 황금빛의 색을 가지고 있으며, 고소한 옥수수에 달콤함이 섞여 은은한 향이 올라온다. 입에 넣으면 단맛이 입 전체를 꽉 채우지만 시",Y,김포양조,경기도 김포시 월곶면 김포대로 2763,http://www.kimpo.co.kr/,
김포약주,"""김포""란 금을 파는 가게이고 ""예주""란 맛있는 술을 뜻한다. 즉 금처럼 값지고 맛 있는 술을 담아 고객에게 전한다는 의미를 담고 있다. 김포",11,750ml,"옥수수 전분, 밀, 국, 효모, 젖산, 효소제, 정제수",,"맑고 투명한 황금빛의 색을 가지고 있으며, 단맛과 신맛 등의 조화가 잘 갖춰 있어 어느 맛 하나 튀지 않는다. 약주류 중에서는 알코올 도수가 ",Y,김포양조,경기도 김포시 월곶면 김포대로 2763,http://www.kimpo.co.kr/,
김포예주 프리미엄,"""김포""란 금을 파는 가게이고 ""예주""란 맛있는 술을 뜻한다. 즉 금처럼 값지고 맛 있는 술을 담아 고객에게 전한다는 의미를 담고 있다. 김포",13,750ml,"국내산 쌀, 국, 효모, 젖산, 정제수",,"연한 호박색의 약주로 은은한 고소함이 올라오며, 단맛과 쓴맛이 처음에 느껴지고 시간이 지나면서 알코올에 의한 자극이 입 안을 꽉 차게 만든다.",Y,김포양조,경기도 김포시 월곶면 김포대로 2763,http://www.kimpo.co.kr/,
삼양춘 생약주,삼양춘은 조선시대 고급술에 사용되던 양조 기법인 삼양주(세 번 빚는 술)에서 아이디어를 얻어서 실제로 세 번으로 나누어 빚는 삼양주 기법을 사,15,500ml,"강화섬쌀, 전통누룩, 정제수",,잘 익은 과실향이 올라오고 강하지 않은 단맛과 뒤에 천천히 올라오는 산미가 전체적인 술 맛의 조화를 이루고 있는 것이 특징이다. 뒤에 산미가 ,Y,삼양춘,"인천광역시 남동구 호구포로 50, 8층 819-1호",www.samyangchoon.com,
미인약주,"""미인약주""는 국내산 찹쌀과 우리밀누룩으로 빚고 일체의 인공첨가물이 들어가지 않은 프리미엄 약주이다. 술이 품고 있는 각각의 맛이 튀지 않고 ",15,500ml,"찹쌀, 누룩, 정제수",,"맑은 황금색의 술로 잘 익은 과일향이 올라오는 것이 특징이며, 전체적으로 깔끔한 산미를 가지고 있다. 단맛이 적고 신맛이 많아 술은 매우 가볍",Y,최행숙전통주가,경기도 파주시 법원읍 사임당로 763,파주전통주.kr,
아황주,"맑은 황금빛의 약주인 ‘아황주’는 고려시대 왕실에서 사시사철 빚어 음용하였기에 고려 왕실의 명주라 불렸던 술을 고문헌 수운잡방, 신사요록을 바",17,500ml,"찹쌀, 멥쌀, 누룩, 정제수",,새끼 오리의 깃털과 같이 노란 황금 빛깔의 술로 산뜻한 과실향이 올라온다. 술은 전체적으로 깔끔한 산미와 옅은 쓴맛이 중심이 되어 높은 알코올,Y,최행숙전통주가,경기도 파주시 법원읍 사임당로 763,파주전통주.kr,
청진주,"""청진주""는 경기도 가평의 청정지역에서 좋은 쌀과 물을 사용하여 100일 이상 저온에서 발효와 숙성을 통해 완성된 술이다. 인공첨가물 없이 전",16,375ml,"찹쌀, 누룩, 정제수",,"맑은 황금빛을 가진 술로 과일, 곡물, 버섯 등의 독특한 향을 맡을 수 있는 것이 이 술의 특징이다. 어느 하나 맛이 튀지 않고 단맛과 신맛,",Y,전통주연구개발원,경기도 가평군 가평읍 분자골로68번길 82,http://전통주연구개발원.kr/,
밤꽃향기,"""밤꽃향기""는 공주밤과 공주쌀을 저온발효하여 숙성한 후 여과한 맑은술 약주이다. 마개를 여신 후 술에서 풍기는 진한 밤 향기에 한번 놀라고 부",13.5,375ml,"국내산 쌀, 밤, 누룩, 정제수",,잘 익은 밤에서 느껴지는 특유의 고소한 밤향이 특징이다. 초콜릿을 녹여 놓은듯한 질감이 밤향과 잘 어우러진 맛이다. 구운 밤하고도 잘 어울리며,Y,사곡양조장,충남 공주시 사곡면 마곡사로 49,www.bamsul.com,
송이주,"""송이주""는 옛 문헌에서 버섯 중에 으뜸으로 동서양의 문헌에서 버섯 중에 최고로 꼽는 송이버섯으로 빚은 약주이다. 독특한 향과 맛으로 소비자들",13,375ml,"국내산 쌀, 송이농축액, 누룩, 정제수",,술 이름과는 다르게 신선한 레몬 등의 시트러스 향이 매우 강하게 올라오고 여기에 연하게 버섯향이 섞여있는 것이 특징이다. 전체적으로 산미가 중,Y,내국양조,충남 논산시 연무읍 마종로 361,https://cafe.naver.com/jumarusa,
능이주,"""능이주""는 본초강목에 고기를 먹고 체했을 때 다려 먹으면 좋다는 약재로 알려진 능이버섯으로 빚은 약주이다. 독특한 향과 맛으로 소비자들에게 ",13,375ml,"국내산 쌀, 능이농축액, 누룩, 정제수",,옅은 호박 색깔의 술로 신선한 무화가 향이 올라오는 것이 특징이다. 술 맛은 산뜻한 산미가 중심을 이루고 있어 술이 묵직하지 않고 가볍게 느껴,Y,내국양조,충남 논산시 연무읍 마종로 361,https://cafe.naver.com/jumarusa,
니모메,니모메(NIMOME)는 제주 방언으로 너의 마음에라는 의미를 담고 있다. 니모메는 제주산 쌀과 귤피를 원료로 제조한다. 술의 발효과정에 제주감,11,375ml,"백미, 누룩, 감귤 진피, 효모",,"칠리새우, 닭강정, 겨울의 방어회, 흑돼지 삼겹살 등 기름진 음식과 잘 어울린다.",Y,제주샘주,제주 제주시 애월읍 애언로 283,http://www.jejusaemju.co.kr,2017 대한민국 우리술품평회 약청주 최우수상
청명주 750,수백 년을 이어져 내려온 재래 전통비법으로 빚은 청명주는 그윽한 향기와 독특한 감칠맛이 그대로 살아 숨쉬는 술이다. 중원당 청명주는 100% ,17,750ml,"찹쌀,누룩,소맥분",시도무형문화재 충청북도 제2호2015 찾아가는 양조장,"풍부한 과실향, 찹쌀 특유의 진득함과 단맛, 그리고 생약주 특유의 새콤함의 조화가 이뤄진 술이다. 청명주가 나오는 충주 탄금대는 남한강 나루터",Y,중원당,충북 충주시 가금면 창동리 243,http://www.청명주.com/,
백련 맑은술,발효된 막걸리 원주를 장기간 숙성시킨뒤 맑은 부분을 여과하여 막걸리에 비해 더 깊어진 백련잎의 은은한 향이 매력적인 백련 맑은술은 전통약주 본,12,375ml,"백미, 정제수, 물엿, 과당, 누룩, 백련잎, 누룩 등",식품명인2013 찾아가는 양조장,수박향이 나며 첫맛은 맑고 경쾌하다. 단맛과 신맛의 균형이 잘 갖춰져 있으며 고소한 뒷맛을 가지고 있다. 어묵요리와 잘 어울린다.,Y,신평양조장,충남 당진시 신평면 신평로 813,http://www.koreansul.co.kr,2013 대한민국 우리술품평회 약청주 장려상
